# Las Cruces (Up to date)
# 1785 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (61.3 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
217.54,3699,-28.049,0.034133,28.067,0.058875,2543.3,5.0205,2543.3,0.1131,4.2608,0.047971,33,-106.97,9.78,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084778,3991939,0,235.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034892,NaN,NaN,NaN,NaN,4.1574,-0.39372,552.94,331.06,0.5,0.79368
218.04,3685,-28.032,0.035084,28.052,0.13587,2541.2,5.02,2541.2,0.11318,4.1952,0.13126,33,-106.97,9.78,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084712,3993237,0,235.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034865,NaN,NaN,NaN,NaN,3.8955,-0.25999,553.9,331.14,0.5,0.79374
218.54,3671,-28.014,0.036178,28.038,0.20896,2539.1,5.0195,2539.1,0.11327,4.0923,0.2058,33,-106.97,9.78,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084649,3994666,0,236.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034827,NaN,NaN,NaN,NaN,3.6173,-0.12635,554.86,331.22,0.5,0.7938
219.04,3657,-27.995,0.036931,28.023,0.26551,2537.1,5.019,2537.1,0.11334,3.9608,0.26293,33,-106.97,9.7801,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084585,3996039,0,236.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003478,NaN,NaN,NaN,NaN,3.3517,0.0072129,555.81,331.3,0.5,0.79385
219.54,3643,-27.974,0.041437,28.02,0.41549,2535.1,5.0185,2535.1,0.11342,4.1675,0.41342,33,-106.97,9.7801,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084556,3999000,0,236.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034725,NaN,NaN,NaN,NaN,5.149,0.14069,556.77,331.38,0.5,0.79391
220.04,3629,-27.959,0.030502,27.976,0.088584,2533,5.0181,2533,0.11351,4.2091,0.083167,33,-106.97,9.7802,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.0844,3995982,0,235.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034751,NaN,NaN,NaN,NaN,4.4145,0.27406,557.73,331.46,0.5,0.79397
220.54,3615,-27.94,0.037599,27.977,0.34737,2530.9,5.0176,2530.9,0.11359,4.3818,0.34533,33,-106.97,9.7802,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084383,3999537,0,236.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034744,NaN,NaN,NaN,NaN,5.2023,0.40736,558.69,331.55,0.5,0.79402
221.04,3601.1,-27.925,0.031496,27.944,0.16012,2528.6,5.0171,2528.6,0.11368,4.4603,0.15699,33,-106.97,9.7803,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084264,3998220,0,235.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034767,NaN,NaN,NaN,NaN,4.8386,0.54057,559.64,331.63,0.5,0.79408
221.54,3587.1,-27.908,0.032559,27.929,0.17854,2526.4,5.0166,2526.4,0.11377,4.3725,0.17554,33,-106.97,9.7803,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084198,3999393,0,235.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034769,NaN,NaN,NaN,NaN,3.9704,0.6737,560.6,331.71,0.5,0.79413
222.04,3573.2,-27.891,0.033804,27.913,0.1875,2524.3,5.0161,2524.3,0.11386,4.2803,0.18443,33,-106.97,9.7803,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084129,4000728,0,235.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034726,NaN,NaN,NaN,NaN,3.8577,0.80675,561.59,331.79,0.5,0.79419
222.54,3559.2,-27.874,0.035848,27.9,0.2418,2522.1,5.0156,2522.1,0.11394,4.3999,0.23913,33,-106.97,9.7804,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.084069,4002482,0,236.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034681,NaN,NaN,NaN,NaN,4.9695,0.93973,562.59,331.87,0.5,0.79425
223.04,3545.3,-27.857,0.032917,27.874,0.049697,2519.9,5.0151,2519.9,0.11403,4.4185,0.037232,33,-106.97,9.7804,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08397,4002346,0,235.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034691,NaN,NaN,NaN,NaN,4.5153,1.0726,563.58,331.95,0.5,0.7943
223.54,3531.4,-27.84,0.034076,27.858,0.079309,2517.7,5.0147,2517.7,0.11412,4.4543,0.071615,33,-106.97,9.7805,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083902,4003676,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034676,NaN,NaN,NaN,NaN,4.6314,1.2054,564.58,332.03,0.5,0.79436
224.04,3517.5,-27.823,0.034331,27.84,0.045179,2515.5,5.0142,2515.5,0.11421,4.4396,0.029369,33,-106.97,9.7805,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083828,4004723,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034666,NaN,NaN,NaN,NaN,4.3806,1.3382,565.58,332.11,0.5,0.79441
224.54,3503.5,-27.806,0.034685,27.823,0.038471,2513.2,5.0137,2513.2,0.1143,4.4479,0.016641,33,-106.97,9.7806,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083756,4005835,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034641,NaN,NaN,NaN,NaN,4.4964,1.4708,566.57,332.19,0.5,0.79447
225.04,3489.6,-27.788,0.034882,27.806,0.040459,2511,5.0132,2511,0.11439,4.4377,0.020498,33,-106.97,9.7806,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083684,4006910,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034622,NaN,NaN,NaN,NaN,4.3995,1.6034,567.57,332.27,0.5,0.79453
225.54,3475.8,-27.77,0.037144,27.794,0.20731,2508.8,5.0127,2508.8,0.11448,4.5397,0.20396,33,-106.97,9.7806,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083629,4008847,0,236.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034599,NaN,NaN,NaN,NaN,5.0246,1.7359,568.56,332.35,0.5,0.79458
226.04,3461.9,-27.752,0.03444,27.77,0.072076,2506.5,5.0122,2506.5,0.11457,4.5713,0.063315,33,-106.97,9.7807,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083537,4008917,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034604,NaN,NaN,NaN,NaN,4.7284,1.8683,569.56,332.43,0.5,0.79464
226.54,3448,-27.734,0.037446,27.761,0.25181,2504.2,5.0117,2504.2,0.11466,4.4468,0.24901,33,-106.97,9.7807,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083489,4011131,0,236.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034593,NaN,NaN,NaN,NaN,3.877,2.0006,570.55,332.51,0.5,0.79469
227.04,3434.1,-27.717,0.033411,27.734,0.033434,2502,5.0112,2502,0.11476,4.4462,0.0012336,33,-106.97,9.7808,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083386,4010697,0,235.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034536,NaN,NaN,NaN,NaN,4.4529,2.1328,571.54,332.59,0.5,0.79475
227.54,3420.3,-27.7,0.034682,27.719,0.13597,2499.8,5.0107,2499.8,0.11485,4.3805,0.13147,33,-106.97,9.7808,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083323,4012137,0,235.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034515,NaN,NaN,NaN,NaN,4.0845,2.2649,572.53,332.67,0.5,0.79481
228.04,3406.4,-27.682,0.034477,27.701,0.11854,2497.6,5.0102,2497.6,0.11494,4.4372,0.11341,33,-106.97,9.7809,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08325,4013071,0,235.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034477,NaN,NaN,NaN,NaN,4.7101,2.397,573.52,332.75,0.5,0.79488
228.54,3392.6,-27.665,0.034082,27.683,0.089284,2495.4,5.0097,2495.4,0.11503,4.3959,0.082523,33,-106.97,9.7809,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083175,4013911,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034471,NaN,NaN,NaN,NaN,4.2139,2.529,574.51,332.83,0.5,0.79494
229.04,3378.8,-27.648,0.034268,27.666,0.095686,2493.2,5.0092,2493.2,0.11512,4.4406,0.08934,33,-106.97,9.7809,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083105,4014967,0,235.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003444,NaN,NaN,NaN,NaN,4.6573,2.6609,575.5,332.91,0.5,0.795
229.54,3365,-27.631,0.033939,27.649,0.059436,2491,5.0087,2491,0.11521,4.465,0.048793,33,-106.97,9.781,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.083031,4015825,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034431,NaN,NaN,NaN,NaN,4.5876,2.7927,576.49,332.99,0.5,0.79506
230.04,3351.1,-27.614,0.033901,27.631,0.045458,2488.7,5.0082,2488.7,0.1153,4.4801,0.030285,33,-106.97,9.781,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082959,4016783,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034417,NaN,NaN,NaN,NaN,4.5597,2.9244,577.48,333.07,0.5,0.79512
230.54,3337.3,-27.597,0.03399,27.615,0.064239,2486.5,5.0077,2486.5,0.11539,4.4529,0.05451,33,-106.97,9.7811,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082889,4017794,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034401,NaN,NaN,NaN,NaN,4.3362,3.0561,578.47,333.15,0.5,0.79518
231.04,3323.5,-27.58,0.035345,27.602,0.17481,2484.2,5.0072,2484.2,0.11548,4.5385,0.1712,33,-106.97,9.7811,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08283,4019334,0,236.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034373,NaN,NaN,NaN,NaN,4.9437,3.1876,579.46,333.23,0.5,0.79523
231.54,3309.8,-27.563,0.03322,27.58,0.034178,2482,5.0067,2482,0.11558,4.5344,0.0080353,33,-106.97,9.7811,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082744,4019546,0,235.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034376,NaN,NaN,NaN,NaN,4.5254,3.3191,580.45,333.31,0.5,0.79529
232.04,3296,-27.546,0.034466,27.566,0.15531,2479.7,5.0062,2479.7,0.11567,4.4587,0.15144,33,-106.97,9.7812,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082684,4020992,0,236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034355,NaN,NaN,NaN,NaN,4.1186,3.4505,581.43,333.39,0.5,0.79535
232.54,3282.2,-27.529,0.034103,27.549,0.14869,2477.5,5.0057,2477.5,0.11576,4.5311,0.14472,33,-106.97,9.7812,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082613,4021876,0,235.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034313,NaN,NaN,NaN,NaN,4.8743,3.5819,582.42,333.47,0.5,0.7954
233.04,3268.5,-27.512,0.03277,27.529,0.041059,2475.2,5.0052,2475.2,0.11586,4.5434,0.024739,33,-106.97,9.7813,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082533,4022332,0,235.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034313,NaN,NaN,NaN,NaN,4.6099,3.7131,583.4,333.55,0.5,0.79546
233.54,3254.7,-27.495,0.034104,27.516,0.16075,2473,5.0047,2473,0.11595,4.4649,0.15709,33,-106.97,9.7813,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082474,4023790,0,236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034297,NaN,NaN,NaN,NaN,4.1125,3.8443,584.39,333.63,0.5,0.79554
234.04,3241,-27.478,0.033422,27.498,0.13865,2470.7,5.0042,2470.7,0.11605,4.3976,0.13456,33,-106.97,9.7814,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.0824,4024527,0,235.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034254,NaN,NaN,NaN,NaN,4.0973,3.9754,585.37,333.71,0.5,0.79561
234.54,3227.2,-27.462,0.032667,27.479,0.083236,2468.6,5.0037,2468.6,0.11614,4.3593,0.076558,33,-106.97,9.7814,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082326,4025186,0,235.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034216,NaN,NaN,NaN,NaN,4.1927,4.1064,586.35,333.79,0.5,0.79568
235.04,3213.5,-27.444,0.035655,27.471,0.25574,2466.4,5.0032,2466.4,0.11623,4.2327,0.25325,33,-106.97,9.7814,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082282,4027328,0,236.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034186,NaN,NaN,NaN,NaN,3.6603,4.2373,587.34,333.87,0.5,0.79574
235.54,3199.8,-27.428,0.032562,27.447,0.15523,2464.3,5.0027,2464.3,0.11631,4.1568,0.15178,33,-106.97,9.7815,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082191,4027201,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003413,NaN,NaN,NaN,NaN,3.8177,4.3681,588.32,333.95,0.5,0.7958
236.04,3186.1,-27.412,0.033063,27.432,0.18288,2462.2,5.0022,2462.3,0.1164,4.0669,0.17986,33,-106.97,9.7815,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082127,4028322,0,235.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034091,NaN,NaN,NaN,NaN,3.6635,4.4989,589.3,334.03,0.5,0.79586
236.54,3172.4,-27.396,0.032001,27.414,0.12553,2460.2,5.0017,2460.2,0.11648,4.0062,0.12139,33,-106.97,9.7816,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082051,4028843,0,235.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034048,NaN,NaN,NaN,NaN,3.7372,4.6296,590.28,334.1,0.5,0.79594
237.04,3158.7,-27.377,0.037821,27.413,0.35252,2458.2,5.0013,2458.2,0.11657,4.1814,0.35048,33,-106.97,9.7816,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.082031,4032113,0,236.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034013,NaN,NaN,NaN,NaN,4.9934,4.7602,591.26,334.18,0.5,0.79601
237.54,3145,-27.359,0.034383,27.39,0.30776,2456.1,5.0008,2456.1,0.11666,4.3344,0.30584,33,-106.97,9.7817,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081942,4032001,0,236.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034035,NaN,NaN,NaN,NaN,5.0438,4.8907,592.24,334.26,0.5,0.79607
238.04,3131.3,-27.344,0.031056,27.366,0.21077,2453.9,5.0003,2453.9,0.11675,4.4386,0.20847,33,-106.97,9.7817,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08185,4031686,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034055,NaN,NaN,NaN,NaN,4.925,5.0212,593.22,334.34,0.5,0.79613
238.54,3117.6,-27.329,0.029233,27.344,0.047611,2451.6,4.9998,2451.7,0.11685,4.4198,0.037579,33,-106.97,9.7817,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081765,4031748,0,235.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034065,NaN,NaN,NaN,NaN,4.3432,5.1515,594.2,334.42,0.5,0.79619
239.04,3104,-27.314,0.03042,27.33,0.072354,2449.4,4.9994,2449.4,0.11694,4.4526,0.065648,33,-106.97,9.7818,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081704,4032922,0,235.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034042,NaN,NaN,NaN,NaN,4.612,5.2818,595.18,334.5,0.5,0.79624
239.54,3090.3,-27.299,0.031091,27.315,0.093313,2447.2,4.9989,2447.2,0.11704,4.4086,0.087981,33,-106.97,9.7818,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08164,4033972,0,235.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034033,NaN,NaN,NaN,NaN,4.217,5.412,596.15,334.58,0.5,0.7963
240.04,3076.7,-27.283,0.032004,27.3,0.11251,2445,4.9984,2445,0.11713,4.3547,0.10786,33,-106.97,9.7819,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081576,4035177,0,235.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034002,NaN,NaN,NaN,NaN,4.1179,5.5422,597.16,334.66,0.5,0.79636
240.54,3063.1,-27.266,0.032246,27.283,0.064899,2442.8,4.9979,2442.8,0.11722,4.3829,0.056321,33,-106.97,9.7819,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081506,4036178,0,235.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033968,NaN,NaN,NaN,NaN,4.5206,5.6722,598.18,334.74,0.5,0.79642
241.04,3049.4,-27.249,0.034364,27.271,0.18781,2440.6,4.9974,2440.6,0.11732,4.4752,0.18464,33,-106.97,9.7819,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081452,4037967,0,236.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033957,NaN,NaN,NaN,NaN,4.905,5.8022,599.2,334.82,0.5,0.79648
241.54,3035.8,-27.232,0.033476,27.253,0.15423,2438.4,4.997,2438.4,0.11742,4.5505,0.15056,33,-106.97,9.782,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081377,4038677,0,236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033962,NaN,NaN,NaN,NaN,4.9024,5.9322,600.22,334.89,0.5,0.79654
242.04,3022.2,-27.216,0.032672,27.234,0.093458,2436.1,4.9965,2436.1,0.11751,4.5943,0.087561,33,-106.97,9.782,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081301,4039359,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033963,NaN,NaN,NaN,NaN,4.8027,6.062,601.24,334.97,0.5,0.7966
242.54,3008.6,-27.199,0.034347,27.221,0.19136,2433.8,4.996,2433.8,0.11762,4.6884,0.18826,33,-106.97,9.7821,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081245,4041006,0,236.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033956,NaN,NaN,NaN,NaN,5.1255,6.1917,602.25,335.05,0.5,0.79665
243.04,2995,-27.183,0.03256,27.2,0.10696,2431.4,4.9955,2431.4,0.11772,4.6374,0.10188,33,-106.97,9.7821,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081164,4041354,0,235.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033963,NaN,NaN,NaN,NaN,4.4152,6.3214,603.27,335.13,0.5,0.79671
243.54,2981.4,-27.166,0.032657,27.184,0.099292,2429.1,4.995,2429.1,0.11782,4.5906,0.093768,33,-106.97,9.7822,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081095,4042355,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033928,NaN,NaN,NaN,NaN,4.3869,6.451,604.29,335.21,0.5,0.79677
244.04,2967.8,-27.148,0.037479,27.181,0.32329,2426.9,4.9945,2426.9,0.11791,4.43,0.32111,33,-106.97,9.7822,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.081067,4045312,0,236.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033895,NaN,NaN,NaN,NaN,3.7113,6.5805,605.3,335.29,0.5,0.79682
244.54,2954.3,-27.132,0.031968,27.151,0.16115,2424.6,4.994,2424.6,0.11801,4.509,0.15795,33,-106.97,9.7822,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.08096,4044381,0,235.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033827,NaN,NaN,NaN,NaN,4.8761,6.71,606.32,335.37,0.5,0.79688
245.04,2940.7,-27.116,0.031582,27.133,0.12094,2422.4,4.9935,2422.4,0.11811,4.4506,0.11675,33,-106.97,9.7823,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.080888,4045142,0,235.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003383,NaN,NaN,NaN,NaN,4.1954,6.8393,607.33,335.44,0.5,0.79694
245.54,2927.1,-27.099,0.033414,27.122,0.21005,2420.2,4.993,2420.2,0.1182,4.3469,0.20737,33,-106.97,9.7823,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.080834,4046798,0,236.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033795,NaN,NaN,NaN,NaN,3.8869,6.9686,608.35,335.52,0.5,0.79701
246.04,2913.6,-27.082,0.033499,27.106,0.22938,2418,4.9925,2418.1,0.1183,4.2335,0.22692,33,-106.97,9.7824,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.080769,4047876,0,236.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033746,NaN,NaN,NaN,NaN,3.7296,7.0978,609.36,335.6,0.5,0.79706
246.54,2900.1,-27.067,0.031344,27.085,0.12619,2415.9,4.992,2415.9,0.11839,4.2946,0.12223,33,-106.97,9.7824,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.080686,4048041,0,235.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033695,NaN,NaN,NaN,NaN,4.5799,7.2269,610.37,335.68,0.5,0.79714
